// Cat0: Material Combination
// Cat1: Errtel
// Cat2 : Errtel Level Upgrade
// Cat3 : Errtel Rank Upgrade
// Cat6: Wing Add Option
// Cat7: Wing Option Level Upgrade
//Category	Index	SuccessRate_Cat0	ItemID[0]	ItemID[1]	ItemID[2]	ItemID[3]	ItemID[4]	ItemCat[0]	ItemCat[1]	ItemCat[2]	ItemCat[3]	ItemCat[4]	ItemIndex[0]	ItemIndex[1]	ItemIndex[2]	ItemIndex[3]	ItemIndex[4]	ItemCount[0]	ItemCount[1]	ItemCount[2]	ItemCount[3]	ItemCount[4]	MoneyNeed	ItemLevelNeed	ErrtelRankNeed	ErrtelCount	SuccessRate_Cat1[0]	SuccessRate_Cat1[1]	SuccessRate_Cat1[2]	SuccessRate_Cat1[3]	SuccessRate_Cat1[4]	Unk_Block[0]	Unk_Block[1]	Unk_Block[2]	Unk_Block[3]
3	4	0	6295	6174	51201	-1	-1	12	12	100	-1	-1	151	30	1	-1	-1	5	1	1	0	0	100000	0	3	1	0	0	0	0	0	6000	6000	6000	6000	
3	5	0	6295	6174	51201	-1	-1	12	12	100	-1	-1	151	30	1	-1	-1	7	1	1	0	0	100000	0	4	1	0	0	0	0	0	6000	6000	6000	6000	
6	0	0	52224	52736	7124	6550	-1	102	103	13	12	-1	0	0	468	406	-1	1	1	9	3	0	100000	0	0	0	0	0	0	0	0	0	0	0	0	
7	0	0	52224	6432	-513	-513	-1	102	12	-1	-1	-1	0	288	-1	-1	-1	1	1	0	0	0	1000000	0	0	0	0	0	0	0	0	0	0	0	0	
7	1	0	52224	6432	-513	-513	-1	102	12	-1	-1	-1	0	288	-1	-1	-1	1	1	0	0	0	1500000	1	0	0	0	0	0	0	0	0	0	0	0	
7	2	0	52224	6432	-513	-513	-1	102	12	-1	-1	-1	0	288	-1	-1	-1	1	1	0	0	0	2000000	2	0	0	0	0	0	0	0	0	0	0	0	
7	3	0	52224	6432	-513	-513	-1	102	12	-1	-1	-1	0	288	-1	-1	-1	1	2	0	0	0	2500000	3	0	0	0	0	0	0	0	0	0	0	0	
7	4	0	52224	6432	-513	-513	-1	102	12	-1	-1	-1	0	288	-1	-1	-1	1	3	0	0	0	3000000	4	0	0	0	0	0	0	0	0	0	0	0	
7	5	0	52224	6432	-513	-513	-1	102	12	-1	-1	-1	0	288	-1	-1	-1	1	3	0	0	0	3500000	5	0	0	0	0	0	0	0	0	0	0	0	
7	6	0	52224	6432	-513	-513	-1	102	12	-1	-1	-1	0	288	-1	-1	-1	1	4	0	0	0	4000000	6	0	0	0	0	0	0	0	0	0	0	0	
7	7	0	52224	6432	-513	-513	-1	102	12	-1	-1	-1	0	288	-1	-1	-1	1	5	0	0	0	4500000	7	0	0	0	0	0	0	0	0	0	0	0	
7	8	0	52224	6432	-513	-513	-1	102	12	-1	-1	-1	0	288	-1	-1	-1	1	6	0	0	0	5000000	8	0	0	0	0	0	0	0	0	0	0	0	
7	9	0	52224	6432	-513	-513	-1	102	12	-1	-1	-1	0	288	-1	-1	-1	1	7	0	0	0	5500000	9	0	0	0	0	0	0	0	0	0	0	0	
7	10	0	52224	6432	-513	-513	-1	102	12	-1	-1	-1	0	288	-1	-1	-1	1	8	0	0	0	6000000	10	0	0	0	0	0	0	0	0	0	0	0	
7	11	0	52224	6432	-513	-513	-1	102	12	-1	-1	-1	0	288	-1	-1	-1	1	9	0	0	0	6500000	11	0	0	0	0	0	0	0	0	0	0	0	
7	12	0	52224	6432	-513	-513	-1	102	12	-1	-1	-1	0	288	-1	-1	-1	1	10	0	0	0	7000000	12	0	0	0	0	0	0	0	0	0	0	0	
7	13	0	52224	6432	-513	-513	-1	102	12	-1	-1	-1	0	288	-1	-1	-1	1	11	0	0	0	7500000	13	0	0	0	0	0	0	0	0	0	0	0	
7	14	0	52224	6432	-513	-513	-1	102	12	-1	-1	-1	0	288	-1	-1	-1	1	12	0	0	0	8000000	14	0	0	0	0	0	0	0	0	0	0	0	
