//ID	//Name1	Name2	Opt_1stIndex_1	Opt_2ndIndex_1	Opt_1stIndex_2	Opt_2ndIndex_2	Opt_1stIndex_3	Opt_2ndIndex_3	Opt_1stIndex_4	Opt_2ndIndex_4	Opt_1stIndex_5	Opt_2ndIndex_5	Opt_1stIndex_6	Opt_2ndIndex_6	Opt_1stValue_1	Opt_2ndValue_1	Opt_1stValue_2	Opt_2ndValue_2	Opt_1stValue_3	Opt_2ndValue_3	Opt_1stValue_4	Opt_2ndValue_4	Opt_1stValue_5	Opt_2ndValue_5	Opt_1stValue_6	Opt_2ndValue_6	Opt_1stExIndex	Opt_2ndExIndex	Opt_1stExValue	Opt_2ndExValue	Flag	Full_Index_1	Full_Index_2	Full_Index_3	Full_Index_4	Full_Index_5	Full_Index_6	Full_Value_1	Full_Value_2	Full_Value_3	Full_Value_4	Full_Value_5	Full_Value_6	DW	DK	FE	MG	DL	SU	RF	GL
34	Broy's	Broy	8	-1	19	-1	2	-1	-1	-1	-1	-1	-1	-1	20	-1	20	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	15	17	21	4	-1	-1	15	15	5	30	-1	-1	0	0	0	0	0	0	0	0	
35	Chrono's	Chrono	20	-1	10	-1	19	-1	-1	-1	-1	-1	-1	-1	20	-1	60	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	15	17	16	18	-1	-1	15	15	20	20	-1	-1	0	0	0	0	0	0	0	0	
36	Semeden's	Semeden	7	-1	19	-1	2	-1	-1	-1	-1	-1	-1	-1	15	-1	25	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	15	17	21	-1	-1	-1	15	15	5	-1	-1	-1	0	0	0	0	0	0	0	0	
37	Vega's	Vega	9	-1	3	-1	6	-1	-1	-1	-1	-1	-1	-1	50	-1	50	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	17	20	21	-1	-1	-1	15	5	5	-1	-1	-1	0	0	0	0	0	0	0	0	
38	Chamer's	Chamer	10	-1	20	-1	8	-1	-1	-1	-1	-1	-1	-1	50	-1	5	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	16	17	19	18	-1	-1	30	15	30	20	-1	-1	0	0	0	0	0	0	0	0	
39	Moros's	Moros	11	-1	19	-1	10	-1	20	-1	-1	-1	-1	-1	30	-1	25	-1	20	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	15	17	16	18	-1	-1	10	10	10	10	-1	-1	0	0	0	0	0	0	0	0	
40	Dione's	Dione	11	-1	19	-1	10	-1	20	-1	-1	-1	-1	-1	30	-1	25	-1	20	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	15	17	16	18	-1	-1	10	10	10	10	-1	-1	0	0	0	0	0	0	0	0	
41	Hades's	Hades	11	-1	19	-1	10	-1	20	-1	-1	-1	-1	-1	30	-1	25	-1	20	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	15	17	16	18	-1	-1	10	10	10	10	-1	-1	0	0	0	0	0	0	0	0	
42	Ophion's	Ophion	11	-1	19	-1	10	-1	20	-1	-1	-1	-1	-1	30	-1	25	-1	20	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	15	17	16	18	-1	-1	10	10	10	10	-1	-1	0	0	0	0	0	0	0	0	
43	Meter's	Meter	11	-1	10	-1	20	-1	15	-1	-1	-1	-1	-1	50	-1	40	-1	15	-1	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	17	16	18	21	-1	-1	15	20	20	5	-1	-1	0	0	0	0	0	0	0	0	
44	Hegaton's	Hegaton	11	-1	10	-1	20	-1	15	-1	-1	-1	-1	-1	50	-1	40	-1	15	-1	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	17	16	18	21	-1	-1	15	20	20	5	-1	-1	0	0	0	0	0	0	0	0	
45	Castol's	Castol	11	-1	10	-1	20	-1	15	-1	-1	-1	-1	-1	50	-1	40	-1	15	-1	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	17	16	18	21	-1	-1	15	20	20	5	-1	-1	0	0	0	0	0	0	0	0	
46	Taros's	Taros	11	-1	10	-1	20	-1	15	-1	-1	-1	-1	-1	50	-1	40	-1	15	-1	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	17	16	18	21	-1	-1	15	20	20	5	-1	-1	0	0	0	0	0	0	0	0	
47	Nemesis's	Nemesis	11	-1	10	-1	20	-1	15	-1	-1	-1	-1	-1	50	-1	40	-1	15	-1	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	17	16	18	21	-1	-1	15	20	20	5	-1	-1	0	0	0	0	0	0	0	0	
48	Amis's	Amis	11	-1	10	-1	20	-1	-1	-1	-1	-1	-1	-1	50	-1	40	-1	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	15	17	16	18	21	-1	15	15	20	20	5	-1	0	0	0	0	0	0	0	0	
49	Trite's	Trite	11	-1	10	-1	20	-1	-1	-1	-1	-1	-1	-1	50	-1	40	-1	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	15	17	16	18	21	-1	15	15	20	20	5	-1	0	0	0	0	0	0	0	0	
50	Mahes's	Mahes	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	21	22	-1	-1	-1	-1	6	17	-1	-1	-1	-1	0	0	0	0	0	0	0	0	
51	Bes's	Bes	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	7	19	-1	-1	-1	-1	9	80	-1	-1	-1	-1	0	0	0	0	0	0	0	0	
52	Serket's	Serket	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	10	8	-1	-1	-1	-1	90	40	-1	-1	-1	-1	0	0	0	0	0	0	0	0	
53	Apis's	Apis	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	16	18	-1	-1	-1	-1	40	40	-1	-1	-1	-1	0	0	0	0	0	0	0	0	
54	Khons's	Khons	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	15	17	-1	-1	-1	-1	3	3	-1	-1	-1	-1	0	0	0	0	0	0	0	0	
55	Hapy's	Hapy	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	21	10	-1	-1	-1	-1	1	40	-1	-1	-1	-1	0	0	0	0	0	0	0	0	
56	Horus's	Horus	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	19	20	-1	-1	-1	-1	60	4	-1	-1	-1	-1	0	0	0	0	0	0	0	0	
57	Bragi's	Bragi	0	-1	0	-1	0	-1	11	-1	-1	-1	-1	-1	10	-1	20	-1	30	-1	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	5	23	20	19	-1	-1	30	6	3	50	-1	-1	0	0	0	0	0	0	0	0	
58	Alvis's	Alvis	20	-1	20	-1	20	-1	2	-1	-1	-1	-1	-1	1	-1	2	-1	3	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	21	15	17	22	-1	-1	1	8	8	8	-1	-1	0	0	0	0	0	0	0	0	
59	Frigg's	Frigg	5	-1	6	-1	5	-1	6	-1	-1	-1	-1	-1	40	-1	40	-1	50	-1	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	15	17	11	10	-1	-1	7	7	50	20	-1	-1	0	0	0	0	0	0	0	0	
60	Tyr's	Tyr	0	-1	1	-1	2	-1	3	-1	-1	-1	-1	-1	20	-1	20	-1	20	-1	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	20	7	23	17	-1	-1	1	1	6	12	-1	-1	0	0	0	0	0	0	0	0	
61	Surt's	Surt	22	-1	10	-1	0	-1	11	-1	-1	-1	-1	-1	2	-1	20	-1	30	-1	70	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	19	16	15	2	-1	-1	40	80	11	60	-1	-1	0	0	0	0	0	0	0	0	
62	Elune's	Elune	17	-1	17	-1	17	-1	20	-1	-1	-1	-1	-1	8	-1	9	-1	10	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	19	10	12	7	-1	-1	80	40	200	13	-1	-1	0	0	0	0	0	0	0	0	
63	Magni's	Magni	6	-1	6	-1	6	-1	11	-1	-1	-1	-1	-1	5	-1	10	-1	15	-1	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	10	18	17	8	-1	-1	50	10	8	60	-1	-1	0	0	0	0	0	0	0	0	
64		.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
65		.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
66		.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
67		.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
68		.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
69		.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
70		.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
71	Dorov's	Dorov	8	19	11	12	22	-1	-1	-1	-1	-1	-1	-1	20	20	100	100	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	15	17	-1	-1	-1	-1	10	10	-1	-1	-1	-1	0	0	0	0	0	0	0	0	
72	Anas's	Anas	19	-1	10	-1	20	-1	-1	-1	-1	-1	-1	-1	20	-1	40	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	8	15	17	22	-1	-1	20	15	15	5	-1	-1	0	0	0	0	0	0	0	0	
73	Akhir's	Akhir	19	-1	0	-1	18	-1	-1	-1	-1	-1	-1	-1	30	-1	30	-1	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	16	15	17	21	-1	-1	20	15	15	5	-1	-1	0	0	0	0	0	0	0	0	
74	Camill's	Camill	5	-1	6	-1	20	-1	-1	-1	-1	-1	-1	-1	30	-1	50	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	8	15	17	22	-1	-1	20	15	15	5	-1	-1	0	0	0	0	0	0	0	0	
75	Carthy's	Carthy	19	-1	1	-1	18	-1	-1	-1	-1	-1	-1	-1	30	-1	30	-1	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	16	15	17	21	-1	-1	20	15	15	5	-1	-1	0	0	0	0	0	0	0	0	
76	Dria's	Dria	11	-1	19	-1	10	-1	20	-1	-1	-1	-1	-1	30	-1	25	-1	20	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	15	17	16	18	-1	-1	10	10	10	10	-1	-1	0	0	0	0	0	0	0	0	
77	Deruff's	Deruff	11	-1	10	-1	20	-1	15	-1	-1	-1	-1	-1	50	-1	40	-1	15	-1	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	17	16	18	21	-1	-1	15	20	20	5	-1	-1	0	0	0	0	0	0	0	0	
78	Fury's	Fury	19	0	20	26	15	17	-1	-1	-1	-1	-1	-1	25	50	10	50	15	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	21	24	25	16	18	-1	5	10	20	30	30	-1	0	0	0	0	0	0	0	0	
79		.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
80	Transcendence's	Transcendence	19	2	20	27	15	17	-1	-1	-1	-1	-1	-1	25	50	10	50	15	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	21	24	25	16	18	-1	5	10	20	30	30	-1	0	0	0	0	0	0	0	0	
81		.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
82	Flurry's	Flurry	19	1	20	26	15	17	-1	-1	-1	-1	-1	-1	25	50	10	50	15	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	21	24	25	16	18	-1	5	10	20	30	30	-1	0	0	0	0	0	0	0	0	
83		.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
84	Honor's	Honor	19	2	20	27	15	17	-1	-1	-1	-1	-1	-1	25	50	10	50	15	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	21	24	25	16	18	-1	5	10	20	30	30	-1	0	0	0	0	0	0	0	0	
85		.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
86	Extremity's	Extremity	19	0	20	26	15	17	-1	-1	-1	-1	-1	-1	25	50	10	50	15	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	21	24	25	16	18	-1	5	10	20	30	30	-1	0	0	0	0	0	0	0	0	
87		.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
88	Conquest's	Conquest	19	0	20	26	15	17	-1	-1	-1	-1	-1	-1	25	50	10	50	15	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	21	24	25	16	18	-1	5	10	20	30	30	-1	0	0	0	0	0	0	0	0	
89		.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
90	Destruction's	Destruction	19	0	20	26	15	17	-1	-1	-1	-1	-1	-1	25	50	10	50	15	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	21	24	25	16	18	-1	5	10	20	30	30	-1	0	0	0	0	0	0	0	0	
91		.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
92	Tenacity's	Tenacity	19	0	20	26	15	17	-1	-1	-1	-1	-1	-1	25	50	10	50	15	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	21	24	25	16	18	-1	5	10	20	30	30	-1	0	0	0	0	0	0	0	0	
